symbol,1hour_90d_rows,1hour_90d_mb,1hour_90d_start,1hour_90d_end,trades_30d_rows,trades_30d_mb,trades_30d_start,trades_30d_end,1min_30d_rows,1min_30d_mb,1min_30d_start,1min_30d_end,quotes_30d_rows,quotes_30d_mb,quotes_30d_start,quotes_30d_end,daily_365d_rows,daily_365d_mb,daily_365d_start,daily_365d_end,total_mb
SPY,973,0.04,2025-05-19 08:00:00+00:00,2025-08-14 23:00:00+00:00,7825481,164.29,2025-07-16 08:00:10.055495687+00:00,2025-08-14 23:59:54.834113771+00:00,19364,0.52,2025-07-16 08:00:00+00:00,2025-08-14 23:59:00+00:00,1468668,33.67,2025-07-16 08:00:18.198445502+00:00,2025-08-14 23:59:38.557676792+00:00,250,0.02,2024-08-15 00:00:00+00:00,2025-08-14 00:00:00+00:00,242.17
